100;0
500;0
750;0
1000;-0.175478486
1200;-0.354575339
1400;-0.354575339
1600;-0.537442928
1800;-0.724243453
2000;-0.915149811
2200;-1.110346557
2400;-1.310030975
2600;-2.113678746
2800;-2.383728154
3000;-2.158107946
3500;-3.661923212
4000;-4.671743058
4500;-5.81460078
5000;-7.13094647
6000;-9.897000434
7000;-12.6902403
8000;-15.39102157
9000;-17.85580061
10000;-20.17547849
20000;-37.52296718
30000;-47.37112462
