200;-5.842971802
219.7082284;-6.384353638
241.3585281;-6.98415184
265.1422731;-7.646047592
291.2696955;-8.374572754
319.9717439;-9.177829742
351.502125;-10.06161499
386.1395458;-11.03401184
424.1901776;-12.10372925
465.9903621;-13.27967834
511.9095845;-14.57305145
562.3537396;-15.99472046
617.7687193;-17.55700684
678.6443544;-19.27390289
745.5187441;-21.16093826
818.9830125;-23.2567749
899.6865338;-25.53455353
988.3426723;-28.01367188
1085.735088;-30.78612518
1192.724663;-33.78335571
1310.257114;-37.10183716
1439.371346;-40.74733734
1581.208642;-44.77589417
1737.022748;-49.15224457
1908.190953;-54.00692749
2096.226268;-59.28713989
2302.790799;-65.12675476
2529.710434;-71.49594116
2778.990989;-78.48108673
3052.835934;-86.07988739
3353.665874;-94.25233459
3684.139939;-103.0690079
4047.179295;-112.39711
4445.992965;-122.1259232
4884.106189;-132.1668396
5365.391591;-142.2583923
5894.103405;-152.2206116
6474.915086;-161.9102478
7112.960612;-171.1242371
7813.879874;-179.7573395
8583.86852;-187.7835541
9429.732727;-195.1924744
10358.94936;-202.0002594
11379.73206;-208.2415314
12501.10385;-213.9835205
13732.9769;-219.2037354
15086.24013;-224.024765
16572.85546;-228.4717255
18205.96356;-232.5974045
20000;-236.4532928
