100,0.0516904559749963
113.522257916955,0.0415791107649031
128.873030425637,0.0373915163594555
146.299573985187,0.0368562661541188
166.082579710871,0.0391557292019908
188.540694494507,0.0350922823495166
214.035653482473,0.0344218188618226
242.978106580613,0.0311989730722121
275.834232834177,0.0282104352795448
313.133249221269,0.0210177079996117
355.47593480471,0.0138336755070528
403.54430754171,0.00617151033902248
458.112609616691,-0.00537219574533248
520.059778239153,-0.0181913376819034
590.383602774996,-0.0354823946345528
670.216796241642,-0.0571025159962515
760.84524003219,-0.0858431744155526
863.728695738218,-0.122694589831706
980.524317678692,-0.169830524329549
1113.11334485367,-0.230073138894533
1263.63140225283,-0.307956408380657
1434.50289958509,-0.408331996248141
1628.48008149318,-0.538996829335396
1848.68735823893,-0.71028846469585
2098.67163089814,-0.935510886884148
2382.45942165816,-1.2316908128499
2704.62172942157,-1.62412662236572
3070.34765535196,-2.14719630900856
3485.52798425584,-2.84616576777204
3956.85006805456,-3.77050510573163
4491.90553964411,-4.97256851772644
5099.31259210077,-6.49214313103325
5788.85479279641,-8.34737317019164
6571.63866831635,-10.4951311254835
7460.27259841644,-12.926582805318
8469.06990048223,-15.5740579300172
9614.27937559265,-18.386121349176
10914.3470296169,-21.3180941030819
12390.2131849132,-24.3365373161342
14065.6497682378,-27.4173740991723
15967.6432075945,-30.5434212568338
18126.8291053845,-33.6912325975749
20577.9856891803,-36.8627352667761
23360.5939881854,-40.030509311421
26519.4737582005,-43.1959298554741
30105.5053980036,-46.3479849952558
34176.4494851244,-49.4544421517581
38797.8771313608,-52.4501633311828
44044.2261433668,-55.338644653817
49999.9999999998,-57.9984097738303
